6507,0.2,0.301457637,0.502429396,0.753644094,1.004858791,1.507288187,2.935245416,6.029152748,10.04858791,15.07288187,23.1117522,26.62875797,30.14576374,33.16034012,34.918843,35.1700577,35.67248709,36.17491649,36.67734589,37.17977528,38.18463408
6701,0.2,0.303279684,0.50546614,0.75819921,1.010932281,1.516398421,2.952986398,6.065593684,10.10932281,15.16398421,23.25144245,26.78970544,30.32796842,33.36076526,35.12989675,35.38262982,35.88809596,36.3935621,36.89902824,37.40449438,38.41542667
6912,0.2,0.30856362,0.5142727,0.771409049,1.028545399,1.542818099,3.004435245,6.171272396,10.28545399,15.42818099,23.65654418,27.25645308,30.85636198,33.94199818,35.74195263,35.99908898,36.51336168,37.02763438,37.54190708,38.05617978,39.08472518
7096,0.2,0.309019131,0.515031886,0.772547829,1.030063772,1.545095657,3.00887049,6.18038263,10.30063772,15.45095657,23.69146675,27.29668995,30.90191315,33.99210446,35.79471606,36.05223201,36.56726389,37.08229578,37.59732766,38.11235955,39.14242333
7299,0.2,0.305010629,0.508351048,0.762526572,1.016702095,1.525053143,2.96984033,6.100212572,10.16702095,15.25053143,23.38414819,26.94260553,30.50106286,33.55116915,35.33039781,35.58457334,36.09292439,36.60127543,37.10962648,37.61797753,38.63467963
7524,0.2,0.298086851,0.496811418,0.745217127,0.993622836,1.490434254,2.9024246,5.961737018,9.936228363,14.90434254,22.85332524,26.33100516,29.80868509,32.7895536,34.52839356,34.77679927,35.27361069,35.77042211,36.26723353,36.76404494,37.75766779
7710,0.2,0.296720316,0.49453386,0.74180079,0.989067719,1.483601579,2.889118864,5.934406316,9.890677194,14.83601579,22.74855755,26.21029456,29.67203158,32.63923474,34.37010325,34.61737018,35.11190404,35.6064379,36.10097176,36.59550562,37.58457335
7900,0.2,0.302550865,0.504251442,0.756377164,1.008502885,1.512754327,2.945890005,6.051017309,10.08502885,15.12754327,23.19556635,26.72532645,30.25508655,33.2805952,35.04547525,35.29760097,35.80185241,36.30610386,36.8103553,37.31460674,38.32310964
8119,0.2,0.318038263,0.530063772,0.795095657,1.060127543,1.590191315,3.096688349,6.36076526,10.60127543,15.90191315,24.3829335,28.0933799,31.8038263,34.98420893,36.83943213,37.10446401,37.63452779,38.16459156,38.69465533,39.2247191,40.28484665
8298,0.2,0.324506529,0.540844215,0.811266323,1.08168843,1.622532645,3.159668834,6.49013058,10.8168843,16.22532645,24.87883389,28.6647434,32.4506529,35.69571819,37.58867294,37.85909505,38.39993927,38.94078348,39.4816277,40.02247191,41.10416035
8519,0.2,0.315396295,0.525660492,0.788490738,1.051320984,1.576981476,3.070963926,6.307925903,10.51320984,15.76981476,24.18038263,27.86000607,31.53962952,34.69359247,36.53340419,36.79623444,37.32189493,37.84755542,38.37321591,38.8988764,39.9501974
8718,0.2,0.307834801,0.513058002,0.769587003,1.026116004,1.539174005,2.997338852,6.156696022,10.26116004,15.39174005,23.60066808,27.1920741,30.78348011,33.86182812,35.65753113,35.91406013,36.42711813,36.94017613,37.45323413,37.96629213,38.99240815
8903,0.2,0.3,0.5,0.75,1,1.5,2.921052631,6,10,15,23,26.5,30,33,34.75,35,35.5,36,36.5,37,38.00000001
9092,0.2,0.300182205,0.500303674,0.750455512,1.000607349,1.500911023,2.922826729,6.003644094,10.00607349,15.00911023,23.01396903,26.51609475,30.01822047,33.02004251,34.77110538,35.02125721,35.52156089,36.02186456,36.52216824,37.02247191,38.02307927
9313,0.2,0.296993623,0.494989371,0.742484057,0.989978743,1.484968114,2.891780011,5.939872457,9.899787428,14.84968114,22.76951108,26.23443668,29.69936228,32.66929851,34.40176131,34.649256,35.14424537,35.63923474,36.13422411,36.62921348,37.61919224
9506,0.2,0.295353781,0.492256301,0.738384452,0.984512602,1.476768904,2.875813128,5.907075615,9.845126025,14.76768904,22.64378986,26.08958397,29.53537807,32.48891588,34.21181294,34.45794109,34.95019739,35.44245369,35.93470999,36.42696629,37.4114789
9707,0.2,0.29690252,0.494837534,0.742256301,0.989675068,1.484512602,2.890892962,5.93805041,9.896750683,14.84512602,22.76252657,26.22638931,29.69025205,32.65927725,34.39120862,34.63862739,35.13346493,35.62830246,36.12313999,36.61797753,37.60765261
9900,0.2,0.300455512,0.500759186,0.751138779,1.001518372,1.502277558,2.925487876,6.009110234,10.01518372,15.02277558,23.03492256,26.54023687,30.04555117,33.05010629,34.80276344,35.05314303,35.55390222,36.0546614,36.55542059,37.05617978,38.05769816
10111,0.2,0.311023383,0.518372305,0.777558457,1.03674461,1.555116915,3.02838557,6.220467659,10.3674461,15.55116915,23.84512602,27.47373216,31.10233829,34.21257212,36.02687519,36.28606134,36.80443365,37.32280595,37.84117826,38.35955056,39.39629518
10272,0.2,0.313574248,0.522623747,0.783935621,1.045247495,1.567871242,3.053222944,6.271484968,10.45247495,15.67871242,24.04069238,27.69905861,31.35742484,34.49316732,36.32235044,36.58366231,37.10628606,37.62890981,38.15153356,38.6741573,39.71940481
10518,0.2,0.31676283,0.52793805,0.791907076,1.055876101,1.583814151,3.084269662,6.335256605,10.55876101,15.83814151,24.28515032,27.98071667,31.67628302,34.84391133,36.6916945,36.95566353,37.48360158,38.01153963,38.53947768,39.06741573,40.12329184
10715,0.2,0.313665351,0.522775585,0.784163377,1.045551169,1.568326754,3.054109993,6.273307015,10.45551169,15.68326754,24.04767689,27.70710598,31.36653507,34.50318858,36.33290313,36.59429092,37.1170665,37.63984209,38.16261767,38.68539326,39.73094444
10932,0.2,0.32377771,0.539629517,0.809444276,1.079259034,1.618888551,3.152572442,6.475554206,10.79259034,16.18888551,24.82295779,28.60036441,32.37777103,35.61554813,37.50425144,37.7740662,38.31369572,38.85332524,39.39295475,39.93258427,41.01184331
11158,0.2,0.315669602,0.526116004,0.789174005,1.052232007,1.578348011,3.073625073,6.313392044,10.52232007,15.78348011,24.20133617,27.88414819,31.56696022,34.72365624,36.56506225,36.82812026,37.35423626,37.88035226,38.40646827,38.93258427,39.98481629
11360,0.2,0.311934406,0.519890677,0.779836016,1.039781354,1.559672032,3.037256061,6.238688126,10.39781354,15.59672032,23.91497115,27.55420589,31.19344063,34.31278469,36.13240206,36.3923474,36.91223808,37.43212876,37.95201944,38.47191011,39.51169148
11529,0.2,0.009300768,0.01550128,0.023251919,0.031002559,0.046503839,0.078539816,0.157079633,0.235619449,0.314159265,0.392699082,0.471238898,0.549778714,0.628318531,0.706858347,0.785398163,0.86393798,0.942477796,1.021017612,1.099557429,1.178097245
11730,0.2,0.009300768,0.01550128,0.023251919,0.031002559,0.046503839,0.078539816,0.157079633,0.235619449,0.314159265,0.392699082,0.471238898,0.549778714,0.628318531,0.706858347,0.785398163,0.86393798,0.942477796,1.021017612,1.099557429,1.178097245

