0,0.078539816,0.157079633,0.235619449,0.314159265,0.392699082,0.471238898,0.549778714,0.628318531,0.706858347,0.785398163,0.86393798,0.942477796,1.021017612,1.099557429,1.178097245,1.256637061,1.335176878,1.413716694,1.49225651,1.570796327,
4404,0.2,0.285879138,0.476465229,0.714697844,0.952930459,1.429395688,2.783560023,5.717582751,9.529304585,14.29395688,21.91740055,25.25265715,28.58791376,31.44670513,33.11433343,33.35256605,33.82903128,34.30549651,34.78196174,35.25842697,36.21135743
4693,0.2,0.29298512,0.488308533,0.7324628,0.976617067,1.4649256,2.852749851,5.859702399,9.766170665,14.649256,22.46219253,25.88035226,29.298512,32.22836319,33.93744306,34.18159733,34.66990586,35.15821439,35.64652293,36.13483146,37.11144854
5110,0.2,0.289158822,0.48193137,0.722897054,0.963862739,1.445794109,2.81549379,5.783176435,9.638627391,14.45794109,22.168843,25.54236259,28.91588217,31.80747039,33.49423019,33.73519587,34.21712724,34.69905861,35.18098998,35.66292135,36.6267841
5286,0.2,0.298906772,0.498177953,0.74726693,0.996355906,1.49453386,2.910408042,5.978135439,9.963559065,14.9453386,22.91618585,26.40343152,29.89067719,32.87974491,34.62336775,34.87245673,35.37063468,35.86881263,36.36699059,36.86516854,37.86152446
5501,0.2,0.297084725,0.495141209,0.742711813,0.990282417,1.485423626,2.89266706,5.941694503,9.902824172,14.85423626,22.7764956,26.24248406,29.70847252,32.67931977,34.412314,34.6598846,35.15502581,35.65016702,36.14530823,36.64044944,37.63073186
5702,0.2,0.29453386,0.490889766,0.736334649,0.981779532,1.472669299,2.867829686,5.890677194,9.817795323,14.72669299,22.58092924,26.01715761,29.45338597,32.39872457,34.11683875,34.36228363,34.8531734,35.34406316,35.83495293,36.3258427,37.30762224
5920,0.2,0.29690252,0.494837534,0.742256301,0.989675068,1.484512602,2.890892962,5.93805041,9.896750683,14.84512602,22.76252657,26.22638931,29.69025205,32.65927725,34.39120862,34.63862739,35.13346493,35.62830246,36.12313999,36.61797753,37.60765261
6096,0.2,0.302915275,0.504858791,0.757288187,1.009717583,1.514576374,2.949438202,6.058305497,10.09717583,15.14576374,23.2235044,26.75751594,30.29152748,33.32068023,35.087686,35.3401154,35.84497419,36.34983298,36.85469177,37.35955056,38.36926815
6293,0.2,0.30273307,0.504555117,0.756832675,1.009110234,1.513665351,2.947664103,6.054661403,10.09110234,15.13665351,23.20953538,26.7414212,30.27330701,33.30063772,35.06658063,35.31885818,35.8234133,36.32796842,36.83252353,37.33707865,38.34618889
